Holding period,1 Month,3 Month,6 Month,1 Year,2 Years,3 Years,5 Years,7 Years,10 Years,20 Years,30 Years
Jan-57,,,,0.005841931700618641,,0.011388635279126813,0.013397787057990884,,0.013825985522158968,0.008623332614271728,
Feb-57,,,,0.002718814876206288,,0.0039847697762012135,0.006486761408582176,,0.01294262767482568,0.01880627295495718,
Mar-57,,,,0.0024586923491318746,,0.0014743441711151384,-0.0003149962670013773,,-0.0030646868022170537,-0.0001474455729506552,
Apr-57,,,,0.0022238494864375014,,0.001242518576697993,-0.00025096658526757576,,-0.00298654865329262,-0.00874029143583599,
May-57,,,,0.0029977896195059195,,0.0007457109642234894,-0.001969643619367245,,-0.007033407462596286,-0.010008315873645368,
Jun-57,,,,0.0013810368361104608,,-0.00219071243425506,-0.005408255172218657,,-0.013396844495216276,-0.01959882610637742,
Jul-57,,,,0.0016136398786823491,,-0.0011999348529856402,-0.004328271374575143,,-0.007424937699114675,-0.00674440601259374,
Aug-57,,,,0.0013924384399806033,,0.0016641430331447715,0.0033333333333334103,,0.003274999999999917,-0.0010829335482704927,
Sep-57,,,,0.002807120310272193,,0.0022601471551366714,0.002007311143725099,,0.004090129741222803,0.005918551466986388,
Oct-57,,,,0.00392643513467239,,0.0025663474781307816,0.0011511411802367366,,-0.0007992219422124913,-0.0010709104961182936,
Nov-57,,,,0.007275284220711775,,0.014097701013503494,0.01944013453145743,,0.023883475980754687,0.024308784116339188,
Dec-57,,,,0.0064710783029999774,,0.019413287106070154,0.032093712345124814,,0.046123165381061426,0.03615013683857882,
Jan-58,,,,0.007418658006140166,,0.011775654152408555,0.011674630292049182,,0.012857509242321985,0.018824395946493988,
Feb-58,,,,0.008174124893388646,,0.007901315369607698,0.00696590752187265,,0.0059758080191707474,-0.0030750978859256373,
Mar-58,,,,0.0030156208522871264,,0.007191319899189086,0.00873241986644091,,0.008513488793198132,0.0056635991488949156,
Apr-58,,,,0.005071952302873051,,0.009031192535756238,0.010487884071346265,,0.011056405640853528,0.02036278431822902,
May-58,,,,0.0019346120544720957,,0.004044667451536643,0.00435521719645382,,-0.0010225111751342997,0.0026416666666666533,
Jun-58,,,,0.0024139061743959633,,0.0014434221189711938,-0.00029385668648507224,,-0.001834342194870553,-0.006121326932821525,
Jul-58,,,,-0.0024190134926059814,,-0.007785976577938558,-0.01210801812092377,,-0.01693705692478853,-0.020342861924367184,
Aug-58,,,,-0.006674469343315725,,-0.01571190463047134,-0.02112059342112027,,-0.0255597270015947,-0.03374913408952995,
Sep-58,,,,-0.002851496346686133,,-0.010095561511994533,-0.015094543717561582,,-0.015121279009779443,-0.0177809941774022,
Oct-58,,,,0.0012867515064063362,,-0.0011800009304673287,-0.0009288169173065075,,-0.00014603556570991216,0.0017797113261361908,
Nov-58,,,,0.00346556989792135,,0.004980112397662051,0.006716319145577687,,0.008099945810207565,0.010140406382419087,
Dec-58,,,,0.0008814182562892903,,-0.0002879494330508825,-0.002249573791899051,,-0.006693106427110629,-0.010675351791724963,
Jan-59,,,,0.0021149503618860255,,-0.002089616589097676,-0.005219137109324534,,-0.009763052297326658,-0.009113421840260871,
Feb-59,,,,0.0011904576216470453,,0.002985240665045241,0.005555695524453341,,0.008231405516865298,0.0019228556638009042,
Mar-59,,,,0.0023243709369880072,,0.001902328640504214,0.0019726099497676675,,0.0008628035977000792,-0.0007956710255205834,
Apr-59,,,,0.0020259520036187695,,0.001672745893974259,-0.002407792482479909,,-0.007170705355835416,-0.006173344920899715,
May-59,,,,0.00096018524639363,,-0.002617142052970478,-0.006649513602343449,,-0.01176820825525804,-0.006057307445867299,
Jun-59,,,,0.0023199983466102303,,-0.003759421216029568,-0.0029255238961911623,,0.0011948460232955593,0.0020941753538212815,
Jul-59,,,,0.0005470556246465197,,0.0016062176132003447,0.00026353702298997916,,-0.0011633258462974139,0.0007596950718355977,
Aug-59,,,,0.0033917063233697142,,0.0038333333333333552,0.004252586105704781,,0.0012800720663492804,0.004812987812133684,
Sep-59,,,,-0.0014508732637333877,,-0.006098418260637617,-0.01045624504446896,,-0.015962651100809522,-0.015162980130145387,
Oct-59,,,,0.005939524297977838,,0.009257626705335475,0.011899839928878109,,0.015776531094114032,0.01699155313538081,
Nov-59,,,,0.0039113632295666445,,0.002100663501349631,0.002631580268402045,,0.003775000000000084,0.0021511741128705797,
Dec-59,,,,0.0010899608662140459,,-0.003188098096729375,-0.00724897285301751,,-0.00879782691961506,-0.013731631098326313,
Jan-60,,,,0.00525686102993328,,0.007755060944946823,0.008063356659614884,,0.0015542629728182433,-0.008229196385430071,
Feb-60,,,,0.007474621811243809,,0.011164853548851106,0.014095418720442066,,0.022178560785214074,0.02232074071611856,
Mar-60,,,,0.009587135336825758,,0.015884760283263466,0.020584066593506867,,0.022998548028138943,0.02243154504650091,
Apr-60,,,,0.00317178086954506,,0.0041180464181305165,0.004469787788367263,,0.0011379934214823528,-0.00858311803303713,
May-60,,,,0.0018535852266881037,,-0.0015845302674565298,-0.0051612699797486394,,-0.0020232563431856754,0.007546477661388051,
Jun-60,,,,0.011118459891385157,,0.015987615887611994,0.020058076039878747,,0.01974912004462981,0.025248403376261885,
Jul-60,,,,0.004234088987137508,,0.013769006902803582,0.01811020133339314,,0.023856144344319263,0.021239333133527438,
Aug-60,,,,0.004911333758692349,,0.009083904160795964,0.010752472351457154,,0.011448422247608114,0.012941423321211953,
Sep-60,,,,0.0013817931266126848,,0.0022910396697009006,0.003463496446191483,,0.003166666666666762,0.0004382629749883904,
Oct-60,,,,0.0028275246030289303,,0.00010975318338535267,-0.003668145956022606,,-0.004180071099557314,-0.0050250264906123165,
Nov-60,,,,0.0021745115772628942,,0.0010198876023381764,0.0009107145025954999,,-1.7288522804470574e-05,-0.002208577344796292,
Dec-60,,,,0.004543212839594579,,0.007956463992905727,0.0094209057456065,,0.010639403415964921,0.010174102487254144,
Jan-61,,,,0.0028327049665661796,,0.003676488051653326,0.003058333333333385,,0.0032000000000000917,0.004634360342832933,
Feb-61,,,,0.0012640763308164882,,0.0008987628793148961,0.0035045849567330034,,0.008123788710987068,0.011549791418181465,
Mar-61,,,,0.0028908190959830993,,0.005915799277785627,0.005731673260440662,,0.0064388527623604475,0.007360866021591583,
Apr-61,,,,0.0023999999999999577,,0.003343206955971789,0.004341879302218299,,-0.00016585914065792018,0.003174999999999928,
May-61,,,,0.002489836746467855,,0.00553727957281569,0.0074595450976771005,,0.00891381663077584,0.012943798673396456,
Jun-61,,,,0.0006870260051361488,,-0.00828448095031964,-0.012222141382350893,,-0.01079216912691816,-0.017541859303702445,
Jul-61,,,,0.0038072763184979763,,0.004123341125691349,0.0018424618587027375,,-2.718563155779119e-05,-0.0022479817071662245,
Aug-61,,,,0.0011772823195739246,,-0.0016631848466746035,-0.0021136692586880557,,-0.006458807729216143,-0.011677027321179811,
Sep-61,,,,0.0025500000000000522,,0.003955184896403896,0.005960950741812798,,0.008243395427009803,0.00336666666666674,
Oct-61,,,,0.0026397241760003354,,0.006127273112543907,0.00769638649026283,,0.008207445114003509,0.007455185882731197,
Nov-61,,,,0.002362243298879907,,0.003291161129472142,0.0022778488124612917,,0.0016379704192306388,0.004705697613599291,
Dec-61,,,,0.001572259965820555,,-5.620313630050333e-06,-0.0008070627702247979,,-0.006432839088347908,-0.006156736633493365,
Jan-62,,,,0.0017541929384006227,,0.0020047408203904826,0.0019292305228950646,,0.001765519453457376,-0.0006648939948015187,
Feb-62,,,,0.0027333333333332543,,0.005052254886154683,0.005501364730403191,,0.006641824798627738,0.0007169944375724491,
Mar-62,,,,0.004707127783526666,,0.009680335413393859,0.012608100738664474,,0.012328793437712315,0.014307535021464313,
Apr-62,,,,0.0031783316982259002,,0.004803791731977203,0.0066422310139211405,,0.010639403415964921,0.018463199694707333,
May-62,,,,0.002132719981670972,,0.002265765926505292,0.00032249025960284783,,0.0007487344358665382,0.004648615526213096,
Jun-62,,,,0.0025250000000001105,,0.0031088293505510123,0.003942965506551488,,-3.708382202272098e-05,-0.002208577344796292,
Jul-62,,,,0.0001960635787816578,,-0.0034873286292584904,-0.00408088505108728,,-0.004857876219173218,-0.008922810538742998,
Aug-62,,,,0.003548341721931525,,0.0074194943710899075,0.007177737804308082,,0.005780031046838108,0.008826358954752367,
Sep-62,,,,0.003922717680425958,,0.004260357006241611,0.0035374565598638164,,0.0033166666666666345,0.004705697613599291,
Oct-62,,,,0.003268143384975275,,0.005047827823886797,0.005762229852988243,,0.007390360653505734,0.011560594514503642,
Nov-62,,,,0.0023038224933042972,,0.000846847409435636,0.004821115506960627,,0.004090129741222803,0.00465574542679148,
Dec-62,,,,0.002410250830359839,,0.0036600953725975938,0.004789636167261024,,0.008171553213555338,0.004648615526213096,
Jan-63,,,,0.0022391420636376225,,0.0019819822230915385,0.002072312258680098,,0.005672647962567057,0.0018942545732083538,
Feb-63,,,,0.002802580842253599,,0.0031088293505510123,-0.0005866796538628316,,-0.004144501004338386,-0.0021954548033477073,
Mar-63,,,,0.002328859990835541,,0.0022741905308367727,0.0021579586598097222,,0.002451927869298931,0.0019419154076254497,
Apr-63,,,,0.0018075063272031677,,0.00036671582301162076,0.00039469345890763563,,2.2289112896700658e-05,-0.003485642698421998,
May-63,,,,0.002501986199303863,,0.0018174165448727742,0.00400778525174772,,0.006567288522804526,0.004719983381479942,
Jun-63,,,,0.0018829555064312498,,0.0010285387603621299,-0.0009007138953281979,,-0.001599392804599753,0.003349999999999964,
Jul-63,,,,0.00016189065383498402,,-0.0010988885902030177,-0.000373850235312001,,0.0008913026942511948,-0.0020776256690856476,
Aug-63,,,,0.002452873850343984,,0.002859563757459993,0.003241666666666587,,0.004974019487365311,0.007464718952386207,
Sep-63,,,,0.00258406507084441,,0.001773948400941583,0.00014202626576520494,,-0.003137922186170372,-0.004761853775761549,
Oct-63,,,,0.0023495011770895413,,0.0018167432461440036,0.0028573084124361436,,0.0009767566052349963,-0.000641175010307915,
Nov-63,,,,0.0021403832723219107,,0.001041339230775984,0.0015393921875106464,,0.002617638049551063,-0.0019472765229952005,
Dec-63,,,,0.00249190494692364,,0.0016555401038740314,0.0020159861166748616,,0.002626356964678056,-0.0005582992739477932,
Jan-64,,,,0.003353528101803782,,0.00252400767652583,0.0020420102552036745,,0.00021991987771952104,0.0034916666666666707,
Feb-64,,,,0.0032476035737243336,,0.004457597484795572,0.005159696252811097,,0.005087412004462832,0.006179637199574151,
Mar-64,,,,0.0019905321131219456,,6.700379714819071e-05,-0.0014899947629160026,,-0.002166293136148578,-0.0032158572831711973,
Apr-64,,,,0.003258333333333363,,0.0026171541134518694,0.0030093563043145366,,0.002713531533257818,0.0008449541844006703,
May-64,,,,0.0038829651388967434,,0.006456416297182965,0.007876130134897297,,0.005937854178334145,0.00889530354851753,
Jun-64,,,,0.003289239300695579,,0.004184729948063071,0.004701363959379812,,0.005916310091710342,0.0075319557993611674,
Jul-64,,,,0.004174047996381436,,0.0055260477291001475,0.0029079926034638603,,0.0018656630961444431,0.0048201524640818505,
Aug-64,,,,0.002921409987797663,,0.003274999999999917,0.0024747739730206497,,0.0034916666666666707,0.0007810275659692056,
Sep-64,,,,0.002224335515861764,,0.0010934979162764424,0.00205068470814207,,0.002687381940555289,0.0008023482257411008,
Oct-64,,,,0.003021558507652511,,0.003069023838857321,0.003841552137154425,,0.0043046684519276734,0.0035000000000000586,
Nov-64,,,,0.0027707174794058265,,0.0028048940065728,0.004717347216658396,,0.006716490675592546,0.0075319557993611674,
Dec-64,,,,0.0022779923639830724,,0.002277172781520731,0.0011600428298268461,,0.0010431760066420548,0.002132180449651022,
Jan-65,,,,0.0040633704120141,,0.004762989532799189,0.002967122185953297,,0.002678664881405446,0.0021416780197951457,
Feb-65,,,,0.0024812917149121816,,0.00199646597690073,0.0012134481882393189,,0.0018838641375384935,0.0008130041288649803,
Mar-65,,,,0.003091041651622106,,0.0020392533968403015,0.003458333333333341,,0.0035083333333332245,0.0048488258871293155,
Apr-65,,,,0.003561552463788198,,0.0037138607946820557,0.003458333333333341,,0.004312618059444606,0.0035000000000000586,
May-65,,,,0.003455782402046914,,0.003705572280102265,0.003458333333333341,,0.002696098735435859,0.0021606687310993244,
Jun-65,,,,0.0037148950281740145,,0.004242120413859629,0.003458333333333341,,0.0035083333333332245,0.0035083333333332245,
Jul-65,,,,0.003414146597723322,,0.0031276713815993062,0.003458333333333341,,0.004312618059444606,0.0035083333333332245,
Aug-65,,,,0.00251484713207506,,0.0015042285666773125,0.0012579467205824368,,-0.0005118502836400918,-0.0018304700005878916,
Sep-65,,,,0.002234524347349609,,0.001293409156361891,0.001302439872707506,,0.0003382944271854704,-0.0031030618741884064,
Oct-65,,,,0.002610505882838954,,0.0010920333380677327,-0.00040480808220777487,,-0.0012163625798735644,0.0009300256469650936,
Nov-65,,,,0.0029609886573669364,,0.000359675743211163,-0.001629126992186536,,-0.00432276906839435,-0.006940353188975346,
Dec-65,,,,0.0005374537351292563,,-0.005445044314989489,-0.007573842860230995,,-0.00969453845531898,-0.009396190431880891,
Jan-66,,,,0.0025158291123132948,,0.001035603577010713,-0.0021244819955801297,,0.0046387770339708645,0.001141897982857687,
Feb-66,,,,0.00353532229705511,,0.0008648546338347884,-0.001126555934091833,,-0.013332278013955867,-0.02061222223904735,
Mar-66,,,,0.003851049379414606,,0.005525461927113229,0.006742237773076587,,0.0009083344591860332,0.002642989512981808,
Apr-66,,,,0.004761739298035472,,0.006291882274334748,0.007997291520520422,,0.013461303378101919,0.012960965613710185,
May-66,,,,0.003817642844786695,,0.0011237639175147862,0.0014307789540648486,,0.0016109118506180131,-0.001266125500676285,
Jun-66,,,,0.0037541769503306455,,0.002826290693747291,0.0006230835847398364,,0.0016392260749469312,-0.0012153583554913583,
Jul-66,,,,0.0023733211547096733,,-0.001401993570605553,-0.004444325364553969,,-0.012239344345087444,-0.010017874213977263,
Aug-66,,,,0.0010452032433219127,,-0.00676091941535939,-0.009740495657231785,,-0.011146574306175938,-0.009797379956800634,
Sep-66,,,,0.002152010231160739,,0.001819806342571395,0.004583333333333384,,0.00742171304822592,0.005383395631738619,
Oct-66,,,,0.006966043735713967,,0.013077298624574185,0.014432181900972063,,0.017475715502675238,0.01808800715371084,
Nov-66,,,,0.005002770820541791,,0.00323673258253776,0.0005465571172740269,,-0.007354692472343993,-0.00103835651568851,
Dec-66,,,,0.007622233642350151,,0.013702091500975122,0.019988426818158267,,0.0292685314299046,0.018112685656354488,
Jan-67,,,,0.00832363852258422,,0.016178305925834024,0.01720083752210555,,0.02457065536789904,0.036595858049828456,
Feb-67,,,,0.004313124997466167,,0.004497296426834607,0.0021805525105276224,,-0.00012349166871528094,-0.00918230857785074,
Mar-67,,,,0.007126072212424894,,0.010978114491398738,0.01267508787371785,,0.01098087823867,0.010339658952668529,
Apr-67,,,,0.005762593498197077,,0.006164295385378216,0.005093102522178317,,-0.00016428378164323743,-0.006526082323851989,
May-67,,,,0.003068833022204842,,-0.0025602729127256474,-0.006655691186115975,,-0.016452390016608476,-0.0289620017705019,
Jun-67,,,,0.0005266515958797235,,-0.0036840879601715004,-0.00724897285301751,,-0.009111215263483352,-0.007194733128039421,
Jul-67,,,,-0.0009579461622705177,,-0.0004815342888382368,-0.005255208315235849,,-0.006577712974187855,0.0016562996765068227,
Aug-67,,,,0.003113700615324122,,-0.0003272479403507722,0.0009361218349581701,,-0.004872240220798463,-0.009460057328140148,
Sep-67,,,,0.0033028781891404346,,-0.00043878455042600795,0.0005837865520041952,,0.0028727174413860634,-0.0006750127343715384,
Oct-67,,,,0.0032188218126381063,,0.0015820025853092723,-0.0027244716408563185,,-0.009214299875783927,-0.02000140103537218,
Nov-67,,,,0.0023593919656894613,,-0.00043899285718940195,-0.004235479722170199,,-0.01562588124976927,-0.031097473930715713,
Dec-67,,,,0.0037941013055535766,,0.00475833333333342,0.006085790469061436,,0.008539669987342347,0.013062629546352067,
Jan-68,,,,0.00722959545709001,,0.009546096036197271,0.01372278742624955,,0.017593865489948568,0.02889954821035512,
Feb-68,,,,0.004701542981392137,,0.002483203746933116,0.0024928962055530413,,0.00234491825079286,0.00570472927560739,
Mar-68,,,,0.003009469020535782,,-0.0003566394901205472,-0.0025315541382575635,,-0.008834579548465782,-0.020554555305723254,
Apr-68,,,,0.0035048316972194904,,0.006158523502859392,0.007765776597646212,,0.012300159392048426,0.020324401538893477,
May-68,,,,0.0009816123444545966,,-0.00469421553827043,-0.009957033256730696,,-0.012406190430165442,-0.006215778818750239,
Jun-68,,,,0.006523498457892574,,0.012769046781895721,0.013050876642859865,,0.016125295011221175,0.022790901708153566,
Jul-68,,,,0.007891495941336313,,0.012296420142431375,0.015491168471074568,,0.021411282311214253,0.017943488047023726,
Aug-68,,,,0.00665003928771335,,0.007814224804645331,0.008923887572898526,,0.01065844597528276,0.011777773615695653,
Sep-68,,,,0.004348505529117697,,0.005316446637738448,0.005435208626528354,,0.0014847492592731104,-0.0017574146371549526,
Oct-68,,,,0.0034835721638886152,,0.0010332757826383432,0.0015903793006808442,,-0.0044952760826205695,-0.014913118539981784,
Nov-68,,,,0.0030564839892111006,,0.0032709303962710212,-3.9038113532341434e-05,,-0.004345207969621123,-0.009809265058892569,
Dec-68,,,,0.0009284368996802517,,-0.01089207485287913,-0.014562830594099796,,-0.01961387932093528,-0.03262898171007145,
Jan-69,,,,0.0038426735015915092,,0.0035551621056444382,-0.0003308076374358704,,0.00428703918575124,-0.00779559576749056,
Feb-69,,,,0.004669652414451386,,0.002557293064511912,0.0014570139839977791,,-0.005960311050381528,-0.00872507998594163,
Mar-69,,,,0.005955641254812738,,0.0036925676924706163,0.0023707493838707183,,-0.0028632802389636502,-0.0073718128681354855,
Apr-69,,,,0.0059854025006376155,,0.008734380617964055,0.009931209530231744,,0.014786542366207911,0.02704155714486034,
May-69,,,,0.0038140632681313846,,-0.0015984763406268199,-0.004703593225471092,,-0.005786926222265842,-0.004119497768405478,
Jun-69,,,,-6.215077637017341e-05,,-0.0029095737600663973,-0.0032138745514380673,,-0.012741789365092626,-0.014078124929950198,
Jul-69,,,,0.0009968496517904768,,-0.00671431727908145,-0.005032533074228351,,-0.00525694574092439,0.006361866879319056,
Aug-69,,,,0.00685531204643941,,0.0066087481674057535,0.005022263588249087,0.006211409363015674,0.007749302575552619,0.010890217970364935,
Sep-69,,,,0.0038520564777690947,,-0.006240167854556167,-0.01597179062068288,-0.024810561726537173,-0.02739267702550152,-0.031241186995799808,
Oct-69,,,,0.008081540045106639,,0.011622719143962401,0.008737497192428556,0.012573324393010177,0.010186635590573534,0.012112388265493657,
Nov-69,,,,0.00419691364538366,,0.004251873447268961,0.005449011734486975,0.009798707784294924,0.0031083926311756827,-0.021777649697171775,
Dec-69,,,,0.004149480620585733,,-0.0051099854800634725,-0.010942184901761132,-0.012109756213541378,-0.029051123989616956,-0.012626634237705492,
Jan-70,,,,0.007415000558471441,,0.0031848303127943733,-0.0017318702352414617,-0.005359231219908667,-0.0031738245375072527,0.004686030420061993,
Feb-70,,,,0.011185313021332188,,0.018408456746046742,0.020870618936407848,0.018143567746016886,0.04493303408629701,0.03310201625071385,
Mar-70,,,,0.011739731710959544,,0.023075421097860094,0.03139710930846085,0.026726038453958045,0.018006009714685467,0.00011262696182057219,
Apr-70,,,,0.005022805527280072,,-0.00023672434586097246,-0.005735524660327784,-0.01111296522180194,-0.016324999325445733,-0.008415960210392481,
May-70,,,,-0.00011087241447393925,,-0.007914638447401257,-0.012564163626426095,-0.01897350286545363,-0.029121456364027076,-0.035092654786305855,
Jun-70,,,,0.008198144227216986,,0.009179466351072252,0.011459466120051554,0.011343860851618093,0.011355550726540597,-0.004348825232833309,
Jul-70,,,,0.010218236251352542,,0.013741291067044692,0.017047282657021823,0.018726944510436994,0.03283352987433763,0.051153389024056306,
Aug-70,,,,0.006964607867267825,,0.008878386698990104,0.007133523109407847,0.007402678353936487,0.0013869466131355423,-0.010132346419195581,
Sep-70,,,,0.008003601162103191,,0.015291724486156566,0.01770625714937868,0.016467899488712856,0.015994791371549244,0.02632879994133508,
Oct-70,,,,0.008238035019116241,,0.009823681540261253,0.013024384115116527,0.01044865548221785,0.010335116482655282,0.005733333333333368,
Nov-70,,,,0.013473733845842828,,0.024465976195547467,0.03293819173213053,0.03663610105818327,0.040976626473901545,0.03876841926902341,
Dec-70,,,,0.009106227639949616,,0.01846023502859473,0.02727922829376994,0.03505080821748496,0.03838139726964207,0.039312377327363146,
Jan-71,,,,0.00798436353128773,,0.008510643442867227,0.007487639090193898,0.009086150566913087,0.01629355747196448,0.01660004641714785,
Feb-71,,,,0.009874082839457898,,0.01914633439370772,0.018935854353006487,0.017464241093037902,0.014762764383924099,0.009711266492034243,
Mar-71,,,,0.005028186280571223,,0.019643466207690086,0.028778293568986868,0.034614194295564005,0.03582529389620581,0.028292883172422734,
Apr-71,,,,-0.0023509141146820234,,-0.015497952478479848,-0.02340052080835575,-0.02076536327809808,-0.004936541999873034,-0.001969291908585191,
May-71,,,,-0.002965402058535127,,-0.015457085496367706,-0.02159040921011568,-0.025441864376256507,-0.03581184993555453,-0.03096962049795393,
Jun-71,,,,-0.0010879312375627892,,-0.004216140940874968,-0.005137584003449658,-0.007237718188735975,-0.004060664295053029,-0.0014455735675424908,
Jul-71,,,,0.001184365409796051,,-0.00568830300788159,-0.007727587897008337,-0.009102891942244118,-0.009584601758443445,0.005316666666666636,
Aug-71,,,,0.00714618568663461,,0.015853264999309502,0.018147216751523088,0.019439837143638172,0.016408508967397317,0.017730535672507708,
Sep-71,,,,0.008275921470480396,,0.017455767945388168,0.0226336048941973,0.03167185178863785,0.03780519238028712,0.030493836253132622,
Oct-71,,,,0.008937118381086906,,0.013681618573136545,0.013960325098842041,0.017480936597700225,0.020692314537772427,0.020130572842933292,
Nov-71,,,,0.006221004161486965,,0.010235440414873898,0.011282485515835772,0.007225316562370576,0.013891333934813233,0.01193134550154773,
Dec-71,,,,0.004513023516589776,,0.006595252445959376,0.00862980800649793,0.003270214596227561,-0.004058703545393838,-0.01126168112003234,
Jan-72,,,,0.0066801081413812025,,0.007871528752961154,0.00898920758889421,0.008341383949369341,0.0034596345497324155,0.003847713304292899,
Feb-72,,,,0.003655634531088525,,0.0013441116646930595,0.0004215096224098325,0.0004485943169996176,-0.004617581729675746,-0.0007299689936914877,
